8192,4,2,M1K,CONT,0.1,2346444928,0.051470453,3.354776e-04,1.008620e-02,[ 0 1537 3069 5221],[[ 0.78101426 1.11587148] [ 1.39828254 -2.04391069] [ 1.34712392 -1.92971414] [-0.32075069 0.51643026]]
8192,4,2,M1K,CONT,0.1,3771418943,0.039031931,2.257486e-04,9.809484e-03,[ 0 2043 4027 5947],[[ 0.00382147 0.57984474] [ 0.23158806 -0.31002749] [-0.90185064 1.83731741] [-0.97834897 1.98181749]]
8192,4,2,M1K,CONT,0.1,3122469424,0.109184111,5.457862e-05,1.001187e-02,[ 0 2350 4390 6434],[[ 0.99494154 -2.59633589] [-0.05239133 1.22898585] [ 1.48128246 -1.62383567] [ 1.07586952 -1.0706891 ]]
8192,4,2,M1K,CONT,0.1,796836526,0.036456503,7.689228e-05,9.902785e-03,[ 0 2043 3815 6055],[[ 0.52936537 -1.87666918] [ 0.14163286 -0.2562172 ] [-0.85908843 1.73325355] [-1.20378117 2.20458646]]
8192,4,2,M1K,CONT,0.1,2320163075,0.048810502,6.630723e-05,1.018242e-02,[ 0 966 1990 4134],[[ 0.00220901 0.11825265] [-0.02136468 0.32488729] [-0.18177268 1.14204835] [-0.21407303 1.2355319 ]]
8192,4,2,M1K,CONT,0.1,3955237335,0.105037703,8.778373e-04,1.118342e-02,[ 0 1637 3253 5301],[[ 0.71813491 1.43217002] [ 1.76579811 -3.94569988] [-0.60816312 1.53583133] [ 0.01646407 0.72868248]]
8192,4,2,M1K,CONT,0.1,1681583073,1.007980839,2.461305e-04,1.026665e-02,[ 0 4538 6046 7038],[[ 1.02773241 -1.31882174] [ 1.02182498 -1.37808853] [ 0.11808684 -0.13255101] [-0.0329458 0.03466921]]
8192,4,2,M1K,CONT,0.1,4065469427,0.039133236,1.267681e-03,1.136782e-02,[ 0 2308 5356 6796],[[ 0.99585296 -3.5817081 ] [-0.41288044 1.17385601] [-0.83577148 2.01208912] [ 3.61707048 -3.50454874]]
8192,4,2,M1K,CONT,0.1,1243415271,0.125477840,3.317719e-04,1.003867e-02,[ 0 3726 5710 6694],[[ 0.97898315 -1.60327899] [-0.01775289 0.41703864] [ 0.6891839 -0.49371223] [ 1.49010678 -1.49273637]]
8192,4,2,M1K,CONT,0.1,3755983647,0.033629971,1.324433e-03,1.138697e-02,[ 0 2525 5341 6349],[[ 0.52523225 -1.18721966] [ 0.44662437 -0.37405435] [ 0.18954758 -0.17990573] [-2.82714144 3.8336777 ]]
8192,4,2,M1K,CONT,0.1,1982940716,0.043173239,7.216208e-04,1.071770e-02,[ 0 2723 4707 5731],[[ 0.26997123 -0.84729007] [-0.55033634 1.86835523] [-1.23514734 3.17724315] [ 1.63122663 -0.89408357]]
8192,4,2,M1K,CONT,0.1,497111380,0.128195412,8.076100e-03,1.769084e-02,[ 0 2020 3412 4436],[[ 0.1545786 3.35991679] [ 1.50858126 -2.00897207] [ 0.72471974 -0.25387918] [ 1.62149081 -1.40345199]]
8192,4,2,M1K,CONT,0.1,256679336,0.031506180,2.228865e-05,9.976810e-03,[ 0 1795 3839 5719],[[ 0.99478738 -2.15587942] [ 0.93079215 -1.94542916] [-1.04111923 2.19436021] [ 0.92476504 -0.56700433]]
8192,4,2,M1K,CONT,0.1,832071153,0.031462406,2.372116e-04,1.014112e-02,[ 0 2975 5511 6663],[[ 0.01275281 0.8814258 ] [ 0.35623932 -0.31487702] [-0.01292003 0.28503071] [-2.85028146 3.85297603]]
8192,4,2,M1K,CONT,0.1,708693735,0.030294101,1.994467e-04,1.005836e-02,[ 0 3957 5381 5893],[[-0.03612871 1.04914598] [ 0.58137041 -0.278455 ] [ 0.38827512 -0.00849529] [-1.07922512 2.07893323]]
8192,4,2,M1K,CONT,0.1,1467750086,0.031978889,3.267916e-04,1.018141e-02,[ 0 2699 4743 6407],[[ 0.54948638 0.4038608 ] [ 0.34496342 1.16620949] [ 1.02250154 -0.04257345] [ 4.91193822 -4.89170352]]
8192,4,2,M1K,CONT,0.1,1187820522,0.449988809,2.807130e-05,9.844299e-03,[ 0 2354 3890 5934],[[ 0.33418246 2.4318933 ] [ 1.66145687 -2.42744215] [ 1.46846451 -2.0159779 ] [-1.28600851 1.76800732]]
